metadata_column	enumeration	enumeration_description
in.county	G3701430	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 143"
in.county	G3701450	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 145"
in.county	G3701470	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 147"
in.county	G3701490	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 149"
in.county	G3701510	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 151"
in.county	G3701530	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 153"
in.county	G3701550	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 155"
in.county	G3701570	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 157"
in.county	G3701590	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 159"
in.county	G3701610	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 161"
in.county	G3701630	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 163"
in.county	G3701650	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 165"
in.county	G3701670	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 167"
in.county	G3701690	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 169"
in.county	G3701710	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 171"
in.county	G3701730	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 173"
in.county	G3701750	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 175"
in.county	G3701770	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 177"
in.county	G3701790	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 179"
in.county	G3701810	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 181"
in.county	G3701830	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 183"
in.county	G3701850	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 185"
in.county	G3701870	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 187"
in.county	G3701890	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 189"
in.county	G3701910	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 191"
in.county	G3701930	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 193"
in.county	G3701950	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 195"
in.county	G3701970	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 197"
in.county	G3701990	"GISJOIN identifier for each county, the NHGIS state code is 37, the NHGIS county code is 199"
in.county	G3800010	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 001"
in.county	G3800030	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 003"
in.county	G3800050	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 005"
in.county	G3800070	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 007"
in.county	G3800090	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 009"
in.county	G3800110	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 011"
in.county	G3800130	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 013"
in.county	G3800150	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 015"
in.county	G3800170	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 017"
in.county	G3800190	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 019"
in.county	G3800210	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 021"
in.county	G3800230	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 023"
in.county	G3800250	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 025"
in.county	G3800270	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 027"
in.county	G3800290	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 029"
in.county	G3800310	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 031"
in.county	G3800330	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 033"
in.county	G3800350	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 035"
in.county	G3800370	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 037"
in.county	G3800390	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 039"
in.county	G3800410	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 041"
in.county	G3800430	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 043"
in.county	G3800450	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 045"
in.county	G3800470	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 047"
in.county	G3800490	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 049"
in.county	G3800510	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 051"
in.county	G3800530	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 053"
in.county	G3800550	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 055"
in.county	G3800570	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 057"
in.county	G3800590	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 059"
in.county	G3800610	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 061"
in.county	G3800630	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 063"
in.county	G3800650	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 065"
in.county	G3800670	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 067"
in.county	G3800690	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 069"
in.county	G3800710	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 071"
in.county	G3800730	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 073"
in.county	G3800750	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 075"
in.county	G3800770	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 077"
in.county	G3800790	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 079"
in.county	G3800810	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 081"
in.county	G3800830	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 083"
in.county	G3800850	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 085"
in.county	G3800870	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 087"
in.county	G3800890	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 089"
in.county	G3800910	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 091"
in.county	G3800930	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 093"
in.county	G3800950	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 095"
in.county	G3800970	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 097"
in.county	G3800990	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 099"
in.county	G3801010	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 101"
in.county	G3801030	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 103"
in.county	G3801050	"GISJOIN identifier for each county, the NHGIS state code is 38, the NHGIS county code is 105"
in.county	G3900010	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 001"
in.county	G3900030	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 003"
in.county	G3900050	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 005"
in.county	G3900070	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 007"
in.county	G3900090	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 009"
in.county	G3900110	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 011"
in.county	G3900130	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 013"
in.county	G3900150	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 015"
in.county	G3900170	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 017"
in.county	G3900190	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 019"
in.county	G3900210	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 021"
in.county	G3900230	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 023"
in.county	G3900250	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 025"
in.county	G3900270	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 027"
in.county	G3900290	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 029"
in.county	G3900310	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 031"
in.county	G3900330	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 033"
in.county	G3900350	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 035"
in.county	G3900370	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 037"
in.county	G3900390	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 039"
in.county	G3900410	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 041"
in.county	G3900430	"GISJOIN identifier for each county, the NHGIS state code is 39, the NHGIS county code is 043"
